nb_vert,h,err
16,0.09428090415820647,0.000262050285973751
32,0.045619792334616084,1.543665916651053e-05
64,0.02244783432338254,1.2319727718507659e-06
128,0.01113553986120561,1.8032994284125523e-07
256,0.005545935538718157,4.657852466992156e-08
