method,Mult,Mult
n_vert,20,40
h,0.05,0.03
0,0.0029639010159340736,0.0008408920701827525
1,0.0031477937789194323,0.0009484774536879062
2,0.010099422400247247,0.0026092023414452125
3,0.003086495346396686,0.0008778466487876286
4,0.0013872669737172,0.00038877981838359474
5,0.005021701278501828,0.0014326376028020867
6,0.012955938653250617,0.003912109194581949
7,0.0023394753492487004,0.0007029033974860502
8,0.0010914689012769714,0.0003190957873261159
9,0.002227694662214374,0.000652245521371
10,0.0025053049279491553,0.0007639054762884296
11,0.0017529995522463742,0.0006539724219093758
12,0.004865926809924537,0.0010473848126167247
13,0.0013632375502934263,0.00048735835701102265
14,0.00225838277756497,0.000780727340338214
15,0.0006573921087727808,0.00019506507526084187
16,0.001972528814766856,0.0007195357344382627
17,0.0016326008109756702,0.0004603469056688387
18,0.002411681642047924,0.0008173152903541585
19,0.0010623606617822543,0.0003354396897863146
20,0.002818825515594555,0.0008848583174124257
21,0.001386615983248964,0.0005507515297668901
22,0.004163488253824272,0.001183011854364683
23,0.003218967915237328,0.0009026726289739707
24,0.0012556279015643703,0.0003672172762460451
25,0.0028264461298635525,0.0007660484307304631
26,0.0012430717416827585,0.0004993173348283943
27,0.0022616267649547997,0.0008167725801444136
28,0.0015013747606559787,0.000569511845879324
29,0.004379649021010037,0.0011706536148783351
30,0.0007361253677672386,0.00023499402835745764
31,0.0006137619449533525,0.00019398312994286707
32,0.003663754926246275,0.0011633554476136105
33,0.0014688660951758404,0.000446527788856108
34,0.002600726348375568,0.0007114794846442679
35,0.00306205394028128,0.0008849321968667332
36,0.003044203260866871,0.0008580014056754321
37,0.0019370607049011479,0.0005669712355896994
38,0.0014168619931457503,0.0005371814440890146
39,0.001947868375158497,0.0004651212325517651
40,0.0035691261175339606,0.0007801103784268498
41,0.0028872552443565333,0.0008733761067284998
42,0.0031125396131590753,0.000961264642153033
43,0.0017266603102347768,0.0005965482372342635
44,0.002065932198726838,0.0007126248441974578
45,0.0033396576689515094,0.0009345157099611943
46,0.0019022290306459856,0.000650699498867978
47,0.004342678768329019,0.0011640573972684328
48,0.0009512474195215565,0.0002765690082860935
49,0.011504433950293214,0.0033387232861332495
50,0.001255543137671172,0.00038079684065642395
51,0.004167249290686872,0.0012254637389685413
52,0.002040800461284393,0.000621153507015239
53,0.002049555503133182,0.0006762466776758229
54,0.012340368177891652,0.003676347909094105
55,0.0013946219789350463,0.0004182084096780783
56,0.0013897075887054108,0.0005243472424921552
57,0.006675269413601482,0.001662883466342015
58,0.0007963080037320255,0.00030326177685481977
59,0.0013725476765654,0.00035106260575184215
60,0.002811250181025574,0.0008913809439945909
61,0.0026850583735648676,0.0007887863395163043
62,0.0031513409945426525,0.0008878116426786469
63,0.0011791258757001216,0.00034156664789518056
64,0.0012172861055077683,0.00048331343271469353
65,0.0009967137579022848,0.0003232292812538908
66,0.0012163247740629049,0.00042486689752037853
67,0.0006931718263195497,0.00020700082595982957
68,0.004228748078080896,0.0011751268907745005
69,0.002176238604924262,0.0007078345975223886
70,0.0033254380363267285,0.0009431292050970341
71,0.0033162405355351265,0.0010533377728358649
72,0.0021658474760985745,0.0007716988661692984
73,0.004772610065560563,0.0011044978140959667
74,0.0009860372850462582,0.00033145562664750963
75,0.001734517714161795,0.0004907960615236508
76,0.0021143805616632505,0.0005905359682175495
77,0.00133884415407556,0.00033486286342493176
78,0.001186923920680393,0.0004348755180463189
79,0.0018851533846578694,0.0006979137325467047
80,0.0016352198126880746,0.0005503819444547055
81,0.0017046709107315745,0.0005776530625660752
82,0.0009944145015419925,0.00028375334032416444
83,0.003863430888284827,0.0010724019010786377
84,0.008088292877401752,0.0020988791399048664
85,0.00258925516949444,0.0008583510033188269
86,0.000991098953880103,0.0002917434390551309
87,0.005918092735685634,0.001687836783454704
88,0.001882111034131119,0.0005601956734270861
89,0.0011189837743988827,0.000455019302690164
90,0.0027045136873907853,0.000728907580570574
91,0.0021578050583657155,0.00070973656850138
92,0.001335618965143177,0.00039861235095601654
93,0.002963574694124174,0.000856846113301943
94,0.001219708147188388,0.00041514545150865464
95,0.0032287200259811166,0.0009011787952474356
96,0.0016443377618821273,0.0005394430683217823
97,0.0011854073950977255,0.00037252973425083675
98,0.001150729916208012,0.00030269429249500326
99,0.015908710778082525,0.004667213473358583
