method,PINNs,PINNs
n_vert,20,40
h,0.05,0.03
0,0.005202672153946512,0.005202672153919354
1,0.005676733790027887,0.005676733789575278
2,0.0263337855690474,0.026333785686964914
3,0.005159255866725439,0.005159255866140387
4,0.003977756371451354,0.003977756371507073
5,0.014910363398879422,0.014910363398160535
6,0.048063798973762714,0.04806379904595712
7,0.004165533943651893,0.004165533949494752
8,0.006034984625131492,0.006034984625324896
9,0.0037901271111299745,0.003790127111106363
10,0.00470313900722097,0.004703139007212761
11,0.005983122579268851,0.005983122579689305
12,0.008246238812563837,0.008246238833653089
13,0.005250955286228106,0.005250955286384302
14,0.005549226941379697,0.0055492269422487105
15,0.006872218296579977,0.006872218296491306
16,0.005389844431849132,0.005389844432933012
17,0.0032722151877971257,0.003272215187835268
18,0.006962781223053108,0.006962781222859606
19,0.005546721937541217,0.005546721937376287
20,0.009365905105416046,0.009365905104903559
21,0.008362641081758708,0.008362641081687692
22,0.00578345030040209,0.005783450301871864
23,0.005707708832665367,0.0057077088324898224
24,0.003845823465111644,0.0038458234658998772
25,0.015373839524890258,0.015373839525108679
26,0.01215545972155663,0.012155459721277816
27,0.006082469511889277,0.006082469512684487
28,0.005480357486667796,0.005480357487033435
29,0.007494628045968417,0.00749462804782635
30,0.00428867329796123,0.004288673298066691
31,0.004999896363077554,0.004999896362982771
32,0.0055022416049407535,0.005502241607985064
33,0.008778230724059605,0.008778230724288813
34,0.005046488732916449,0.005046488732922074
35,0.005962256997172073,0.005962256996316994
36,0.004576649501166053,0.004576649500950583
37,0.003704730872335683,0.003704730872468332
38,0.0032254132576118827,0.0032254132720062863
39,0.0029935364763568873,0.002993536468664939
40,0.005763356275659458,0.005763356289738142
41,0.005358229884506144,0.005358229884102448
42,0.011173012352991899,0.01117301235272671
43,0.005455222922822726,0.005455222923145972
44,0.006607022725590242,0.0066070227257487395
45,0.005641166582624115,0.005641166581385066
46,0.004173783797048424,0.00417378381005343
47,0.006640901176576001,0.006640901176461153
48,0.003801996226320499,0.003801996226388031
49,0.03957407038616134,0.03957407047557328
50,0.005345297733258664,0.005345297733385856
51,0.005459551938628646,0.005459551939787383
52,0.0035022578534177878,0.0035022578534621806
53,0.005049421619358462,0.005049421619867257
54,0.04310134961213092,0.0431013497069768
55,0.00580614865115464,0.005806148651198427
56,0.004894137632567097,0.004894137632725021
57,0.05712736934574829,0.05712736934597102
58,0.0030636579857243455,0.0030636579857156398
59,0.00973845389904704,0.00973845389904128
60,0.005449425037590588,0.005449425038576695
61,0.004849004737149288,0.004849004739260352
62,0.005300419607226908,0.0053004196079931955
63,0.008233109369102995,0.008233109368865319
64,0.0044121204874814,0.004412120488412647
65,0.00874366533339394,0.008743665333130838
66,0.00597336575367299,0.005973365753995819
67,0.004946694601390752,0.004946694601313209
68,0.01651245894202312,0.016512458941373303
69,0.005059730495495118,0.005059730505899624
70,0.005227409441815051,0.0052274094419456785
71,0.009861964722151171,0.009861964722456493
72,0.005668356194872515,0.005668356196093473
73,0.008815650286879126,0.00881565030747914
74,0.00331809486984537,0.003318094870010701
75,0.004544420799112187,0.0045444207991916985
76,0.00480273785767458,0.004802737857728678
77,0.008341318978143194,0.008341318978198368
78,0.004701908028304926,0.004701908028362459
79,0.004685950529654903,0.004685950530665813
80,0.00346421217588066,0.0034642121760495637
81,0.0041495535726217905,0.004149553572920308
82,0.0098558673726033,0.0098558673724768
83,0.006639817540739539,0.006639817546094432
84,0.01955854548767621,0.019558545555505107
85,0.006615774916781984,0.006615774918032837
86,0.004927469789195593,0.004927469789243504
87,0.014705590358692492,0.014705590358392633
88,0.003614546903868014,0.003614546904035284
89,0.004317508786258441,0.0043175087861352605
90,0.006407062015269674,0.006407062015351253
91,0.0075113034679382676,0.007511303477162546
92,0.0033478240570962636,0.0033478240552698674
93,0.004692567617291394,0.004692567623894229
94,0.007427240045022668,0.007427240044887945
95,0.005302217663843729,0.005302217663744205
96,0.0051769603718019724,0.005176960371937698
97,0.0052827120831121874,0.005282712083269141
98,0.009438496755238453,0.009438496755107665
99,0.0662296464106619,0.06622964638491782
