method,FEM,FEM
n_vert,20,40
h,0.05,0.03
0,0.05562987319607361,0.013393738331335277
1,0.0629063434427207,0.015164960589557542
2,0.06639539863436561,0.015997614807307034
3,0.05474968069115566,0.01317163769054087
4,0.03451817146253091,0.008253700989824211
5,0.08744208940583326,0.021097479691911572
6,0.06105701467545484,0.01471175702105079
7,0.05912778779635048,0.01425505108420067
8,0.042469753263445466,0.010172142752890278
9,0.03714297843871031,0.008936684712838108
10,0.05394505259221656,0.01297171240698112
11,0.06504254332369479,0.015690652335897233
12,0.06759088998363025,0.01629510218156349
13,0.046875454047700285,0.011293488682738282
14,0.06111243759610473,0.014741720536585044
15,0.021786600525720012,0.00522895935348066
16,0.07002506361634736,0.016882787022953646
17,0.037146960868288524,0.008884590428362765
18,0.08208372667879023,0.019802156846028655
19,0.048667658865543785,0.011696118530623526
20,0.0846160741605537,0.020414429311870853
21,0.07582417238086968,0.018284997249734005
22,0.06306525452798997,0.015213010988049658
23,0.0519491310927371,0.012480792982438253
24,0.05120035131197232,0.012336807415937335
25,0.049694326358436555,0.011932417274624617
26,0.06328292146433587,0.015262449556639053
27,0.07546146378733282,0.018205445937710864
28,0.05827312980483771,0.01405075615012469
29,0.0773126976099802,0.018641369531771288
30,0.03861013491438681,0.009243902164369615
31,0.026460627019916305,0.0063564630367614295
32,0.07200302587188691,0.017370879052059366
33,0.049081525272746604,0.011781885745058493
34,0.035998646851966035,0.00862445297368822
35,0.05552243491089267,0.013372728701854594
36,0.050663399823799506,0.012170483115146792
37,0.03427729884297911,0.008226874035491286
38,0.06290420442752441,0.015169553811415527
39,0.05575579197497463,0.013421232153330246
40,0.06664913173688751,0.016071507406681368
41,0.05736024826026591,0.013825845525556057
42,0.08162638033500805,0.019687136521590872
43,0.05585149265113297,0.013438738786735393
44,0.07834808998055662,0.018894227939269103
45,0.05900796132899961,0.014217984293334911
46,0.0680254019687066,0.016404664049770867
47,0.07593695318576184,0.01831347224790721
48,0.028174922027530008,0.006738753007994642
49,0.06043967657997895,0.014568241998591842
50,0.041552001653148936,0.009947668172304178
51,0.07106053750816749,0.01714278265385729
52,0.040294824199870814,0.009693127913987694
53,0.05809404757656547,0.013975458074652124
54,0.062133257861352875,0.014971293000789575
55,0.03530933885116498,0.008510935862063494
56,0.05134377345003412,0.012381302313435082
57,0.03890159022140164,0.009303849513779598
58,0.03646895380894277,0.008785697556976795
59,0.02529890376507224,0.0060457397554500285
60,0.06529904995694567,0.01572770746611372
61,0.057278008064389964,0.013779546865942514
62,0.06340037383536638,0.015279490539321072
63,0.04466066774534112,0.010732438799415104
64,0.06180155098210241,0.01487750354048448
65,0.04116941556303254,0.009915451199371185
66,0.060166482299740684,0.01447947686133714
67,0.028092722635073786,0.006742651379643545
68,0.08753637894394467,0.021119911382882953
69,0.07178622585713336,0.01730886003106791
70,0.049326676531963785,0.011894378896183815
71,0.08311177663437098,0.020052278343795124
72,0.06997821341273983,0.016871050592534572
73,0.05965502857781924,0.01437880749450728
74,0.041259114838586144,0.009882989245076405
75,0.02886109351353366,0.0069164784554902325
76,0.030842962637022707,0.007395224137598295
77,0.03695181598375959,0.008834912464573711
78,0.06137646875451666,0.014780254386601655
79,0.06638653228008393,0.01600938724070467
80,0.04590185567612004,0.011068495551588868
81,0.05415851173365349,0.013019708692581402
82,0.02566292719320787,0.006168350243076948
83,0.07518132494674255,0.018133859537644192
84,0.060773879731410706,0.01464543051739437
85,0.06908760222336062,0.016645929609708805
86,0.025109151516381448,0.006035408595087725
87,0.08742213227841113,0.021092672574503486
88,0.03765117012591583,0.009031650824725505
89,0.056506344552777046,0.013629524393488683
90,0.0344449496318708,0.008263895962447036
91,0.06165276999261961,0.014870908232887173
92,0.046521107473900224,0.01119650468539572
93,0.06067244078433064,0.014632870362606725
94,0.04394486995746361,0.010596792328725785
95,0.05195990604734592,0.012484185606891395
96,0.04652500986546964,0.011185002073737023
97,0.042790844806760486,0.010250000560903035
98,0.02358033808354524,0.005654652892890008
99,0.05767721605651413,0.013892862961623852
