N,P1,P2,P3
16,0.0018984980820547,0.0001273506769589,1.005379493585052e-05
32,0.0006979445777554,2.5899968967812048e-05,1.161313028951184e-06
64,0.0001402170768425,2.842557351647293e-06,5.987358846165181e-08
128,3.657248808248702e-05,3.643287125653363e-07,3.909513301777491e-09
256,9.55618800207341e-06,4.7336608495889036e-08,2.664901103827112e-10
