err_PINNs,err,times,mesh,assemble,solve
0.013780097752724837,0.0002635573083332896,2.509310483932495,0.0002014636993408203,2.4854624271392822,0.02364659309387207
0.008688326323199057,0.00017076825798534515,2.8163180351257324,0.0002014636993408203,2.7892134189605713,0.026903152465820312
0.012858194339485915,0.000215658802703455,2.5460453033447266,0.0002014636993408203,2.5224053859710693,0.023438453674316406
0.0063559883822444435,0.00011602963854803611,2.5068295001983643,0.0002014636993408203,2.4835212230682373,0.023106813430786133
0.023259405289166573,0.001040358673781382,2.5622122287750244,0.00022745132446289062,2.5342843532562256,0.027700424194335938
0.010185968624950359,0.00017489300571689093,2.803675651550293,0.0002014636993408203,2.777740478515625,0.02573370933532715
0.1326372564846754,0.0012866578771008879,2.5365748405456543,0.0002014636993408203,2.5086376667022705,0.02773571014404297
0.014241765749402963,0.00015423022294057693,2.5366945266723633,0.0002014636993408203,2.5109775066375732,0.02551555633544922
0.040872159767435176,0.00033775500225203354,2.494987726211548,0.0002014636993408203,2.471447706222534,0.02333855628967285
0.017571310336362226,0.00026220090192014336,2.795166492462158,0.0002014636993408203,2.7712528705596924,0.023712158203125


