err,times,mesh,assemble,solve
0.001987805401827543,5.952659368515015,0.0007977485656738281,5.835304021835327,0.11655759811401367
0.0009426611101104823,5.988607883453369,0.0007977485656738281,5.875624179840088,0.11218595504760742
0.0022398221400641008,6.016953706741333,0.0007977485656738281,5.904573202133179,0.11158275604248047
0.0012196750622539352,6.003724813461304,0.0007977485656738281,5.891023635864258,0.11190342903137207
0.006043173443864475,6.016982078552246,0.0007977485656738281,5.906233549118042,0.10995078086853027
0.0013898329861565194,5.974170207977295,0.0007977485656738281,5.865559339523315,0.10781311988830566
0.0037981418036659633,5.995698928833008,0.0007977485656738281,5.885343790054321,0.1095573902130127
0.000977341020825568,5.979917526245117,0.0007977485656738281,5.8536810874938965,0.12543869018554688
0.001134600238816843,6.065700054168701,0.0007977485656738281,5.9417595863342285,0.12314271926879883
0.0017156210293517854,5.992522478103638,0.0007977485656738281,5.868013143539429,0.12371158599853516
