h,P1,P2,P3
0.2961921958772248,0.0597084225347266,0.0019971584404278,0.0001020673145852
0.1433188044567221,0.0144332824424618,0.0002282091324634,5.456713907090192e-06
0.07052195139934,0.003520965915195,2.725065190847961e-05,3.175301034297117e-07
0.0349833302217201,0.0008680038852315,3.328377539206224e-06,1.9186107944737786e-08
0.0174230703457196,0.0002153980903347,4.112293361101195e-07,1.1800898644600156e-09
