nb_vert,h,err
16,0.29619219587722484,0.00022840496331601306
32,0.1433188044567221,5.6676329442455044e-05
64,0.07052195139934005,1.3930907343166181e-05
128,0.03498333022172013,3.440917941432466e-06
256,0.017423070345719664,8.543514084444512e-07
