nb_vert,h,err
16,0.29619219587722484,1.4485611743399706e-06
32,0.1433188044567221,7.83977735853237e-08
64,0.07052195139934005,4.525392999241408e-09
128,0.03498333022172013,2.8186744772616057e-10
256,0.017423070345719664,2.1921108752249248e-10
