h,P1,P2,P3
0.2961921958772248,0.0594733176260246,0.001990896635014,0.0001017092652155
0.1433188044567221,0.0143756503719793,0.00022748602443,5.437202924843528e-06
0.07052195139934,0.0035068637053699,2.716414779703814e-05,3.1637702891215135e-07
0.0349833302217201,0.0008645248264745,3.317808584908304e-06,1.9115846254329988e-08
0.0174230703457196,0.0002145345971564,4.099234332844774e-07,1.1757612898213303e-09
