nb_vert,h,err
16,0.16663035129479017,0.011261780159590971
32,0.08691933730437637,0.002664036195834201
64,0.04347038548979546,0.0006036488842098301
128,0.02197797091453632,0.00016281523197085558
256,0.010988924822874708,5.106823153999774e-05
